"eeio_model","country","code_ape_a732","aggregate","fpt","unit","year","accuracy_mapping_a732"
"EEIO_CANADA","FR","10.61B","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.61B","PRD",68,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.62Z","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.62Z","GVA",58,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.62Z","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.62Z","PRD",68,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71A","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71A","GVA",58,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71A","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71A","PRD",68,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71B","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71B","GVA",58,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71B","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71B","PRD",68,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71C","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71C","GVA",58,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71C","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71C","PRD",68,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71D","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71D","GVA",58,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71D","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.71D","PRD",68,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.72Z","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.72Z","GVA",58,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.72Z","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.72Z","PRD",68,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.73Z","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.73Z","GVA",58,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.73Z","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.73Z","PRD",68,"GCO2E_EUR",2022,3
